question,link
"P3) The activity of a certain radioisotope is observed to decrease by a factor of eight in 30 hours. a) What is the half-life of the isotope? (answer: 10hr ). b) What is the disintegration constant? (answer: 0.0693hr−1 ). c) If the present activity of the sample is 300 millicuries, what will be its activity after ten hours? (answer: 150 millicuries).",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fp3-activity-certain-radioisotope-observed-decrease-factor-eight-30-hours-half-life-isotope-q107102468
12.4 Six simple harmonic motions of the same amplitude and period but differing from the next by +16∘ are to be added vectorily as shown in Fig-12B. If each has an amplitude of 5.0 cm. (a) Find the resultant amplitude (b) the initial phase angle of the resultant with respect to the first,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F124-six-simple-harmonic-motions-amplitude-period-differing-next-16-circ-added-vectorily-sh-q107102143
An ideal loroidial solenoid (Figure 1) has inner ladies r1​=15.2 cm and outer radius r2​=18.3 cm. Tho solonoig 1.3s 170 tuins and canies a cuerent of 8.80 A What is the magnitude of the magnetic field at 190 cm hom the cester of fhe frust? Express your answer with the appropriate units. Part C figure I of 1 What is the magntude of the eragnebc fuld at 220 cm from eve cintur of me lonu? Express your anawer with the approprlate unita.,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fideal-loroidial-solenoid-figure-1-inner-ladies-r-1-152-mathrm-~cm-outer-radius-r-2-183-mat-q107102469
The threshold frequency of platinum is 1.36x10^15 Hz. what is the work function of platinum,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fthreshold-frequency-platinum-136x10-15-hz-work-function-platinum-q107102504
"A sulenoid as deugned to produce a magrebc feid of 2.50×10−2 T at Is conter it hins a ruiflus of 1.80 cm and at longth of 50.0 cm, and the woe can carry a maxmant carrent of 12.5 A You may want to teview (Pago) Correct Fof talated problem-sotving tips and atrategies, you may want to view a Video Tustor Solotinn of Feld of a solonod Part B What fotal knghi of wee ni requever? Express your answer in meters. x incorrect; Tyy Again; 3 attenpts remaining",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fsulenoid-deugned-produce-magrebc-feid-250-times-10-2-mathrm-~t-conter-hins-ruiflus-180-mat-q107102465
6 单选 (2分) You stand in front of a plane mirror whose top is at the same height as the top of your head. Approximately how far down must the mirror extend for you to see your full image? To ground level where you are standing A. no one is right B. About half of the way to ground level C. About 1/4 of the way to ground level D. About 3/4 of the way to ground level,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F6-2-stand-front-plane-mirror-whose-top-height-top-head-approximately-far-must-mirror-exten-q107102406
An incandescent heat lamp placed under a container of water close to its base. In which areas does heat transfer by radiation occur?!a) between A and Bb) between B and Cc) between C and Dd) between D and E,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fincandescent-heat-lamp-placed-container-water-close-base-areas-heat-transfer-radiation-occ-q107102330
"5. 아래 그림처럼 크기 P=160 N 의 외력이 수평면 위에 놓인 질량 20.0 kg 의 물체에 작 용하여 8.00 m 움직이는 동안 물체의 속력이 0.500 m/s 에서 2.60 m/s 로 변했다. 이 과정에서 마찰력이 물체에 해준 일로서 가장 가까운 것은? (단, 지구 중력 가속도 크기는 9.80 m/s2 이다) 1. −1040 J 2. −1170 J 3. 1040 J 4. 1170 J 5. 1110 J",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F5-p-160-mathrm-~n-200-mathrm-~kg-800-mathrm-~m-0500-mathrm-~m-mathrm-s-260-mathrm-~m-mathr-q107102783
"(NOTE: TO BE SOLVED using OCTAVE/MATLAB) Q14. The following system simulate the time variation concentration of various species (reaction kinetics of reactants and products): dtdc1​​=−0.013c1​−1000c1​c3​dtdc2​​=−2500c2​c3​dtdc3​​=−0.013c1​−1000c1​c3​−2500c2​c3​​ Here c1​,c2​ are the concentrations of the reactants c3​ is the concentration of the products Given that c1​(0)=1,c2​(0)=1 and c3​(0)=0 (i) Develop MATLAB function files to solve them using the intrinsic ODE solvers, (1) ode45 (2) ode23, from t=0 to 50. Include the plot commands to plot the following while solving with each ODE solver: c1​ vs t,c2​ vs t,c3​ vs t (plot in the same figure) c1​ vs c2​,c2​ vs c3​,c1​ vs c c3​ ( plot in the same figure) (ii) What is the difference that you noticed between these two solvers? (NOTE: (1) Please upload your MATLAB (.m) files to the link provided in Moodle) (2) Your file name should be ""YourName_YourID_Q14.m' (3) Write your name and ID in the comments of the function. (3) Perform all related hand calculations/derivations below.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fnote-solved-using-octave-matlab-q14-following-system-simulate-time-variation-concentration-q107102829
"7) In your experiment, given that c=3×108 m/s in air, if length of the resin block is 32 cm, and the calculated refractive index of red light in risen is 1.6, then find the distance ( in cm) moved by the mirrors after removing the block to get the same phase relationship between output and input signals: a) 23.8 b) 25.0 c) 21.6 d) 27.2 e) 19.2 8) To find the velocity of light in air, the mirror is slid 148 cm along the graduated scale until the phase between the output and input signal on the oscilloscope has changed by π, given that the frequency of light is 50MHz. Find the speed of light ( in ×108 m/s2) : a) 2.63 b) 2.92 c) 2.96 d) 3 e) 3.4",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F7-experiment-given-mathrm-c-3-times-10-8-mathrm-~m-mathrm-s-air-length-resin-block-32-math-q107102713
"A cannon is rigidly attached to a carriage, which can move along horizontal rails but is connected to a post by a large spring, initially unstretched and with force constant k=400 N/m. The cannon fires a 3,1 kg projectile at a velocity of 100 m/s directed 45.0∘ above the horizontal. The mass of the cannon and its carriage is 50 kg. Take cos45.0∘=0.707 B) Calculate the maximum extension of the spring. (Hint: after the firing, mechanical energy of the spring-cannon system is conserved.)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fcannon-rigidly-attached-carriage-move-along-horizontal-rails-connected-post-large-spring-i-q107102911
"A circular steel column is 3 m long with 0.6 m diameter. It carries a compressive load of 45MN. Given that the Young's Modulus E is 200 kN/mm2, calculate: (i) the compressive stress (N/mm2) and strain and; (8 marks) (ii) the change in length of the column (mm). (3 marks)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fcircular-steel-column-3-mathrm-~m-long-06-mathrm-~m-diameter-carries-compressive-load-45-m-q107102654
"Q15. (NOTE: TO BE SOLVED asing OCTAVE/ATLAB) As clectric current flows through a wire (see Figure), heat generated by resistance is conducted through a layer of insulation and then convected to the surrounding air. The steady-state temperature of the wire can be computed as: T=Tair​+2πq​[k1​ln(rw​rw​+ri​​)+h1​(rw​+ri​1​)] Develop M-file(s) to determine the thickness of insulation r1​ (m) that minimizes the wire's emperature given the following parameters: = heat generation rate =75 W/m, = wire radius =6 mm, ​ thermal conductivity of insulation =0.17 W/(mK), = convective heat transfer coefficieat =12 W/(m2 K). Tair = air temperature =293 K. (a) Golden-section search method in bracket for ri​ walues between 6 mm and 12 mm. (b) Include commands that check your answer in (a) using fminbnd (NOTE: (1) Please upload your MATLAB (.m) files to the link provided in Moodle) (2) Your file name should be ""YourName_YourID Q14.m"" (3) Write your name and ID in the comments of the function. (3) Perform all related hand calculations/derivations below.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fq15-note-solved-asing-octave-atlab-clectric-current-flows-wire-see-figure-heat-generated-r-q107102865
"Flying Circus of Physics An explosion at ground level leaves a crater with a diameter that is proportional to the energy of the explosion raised to 1/3 power; an explosion of 1 megaton of TNT leaves a crater with a 1 km diameter. An ancient impact crater is found with a 63 km diameter. What was the kinetic energy associated with that impact, in terms of (a) megatons of TNT ( 1 megaton yields 4.2×1015 J ) and (b) Hiroshima bomb equivalents (13 kilotons of TNT each)? (Ancient meteorite or comet impacts may have significantly altered Earth's climate and contributed to the extinction of the dinosaurs and other life-forms.)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fflying-circus-physics-explosion-ground-level-leaves-crater-diameter-proportional-energy-ex-q107103121
"DTE: TO BE SOLVED BY HAND) Q11. Given the following initial value problem (ordinary differential equation with an initial condition): 3dtdy​+5y​=sint,y(0.2)=5, using Euler method with h=0.2, find the value of y(0.8) by hand. Show all the necessary steps, each step carries marks.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fdte-solved-hand-q11-given-following-initial-value-problem-ordinary-differential-equation-i-q107102831
"A cord is wrapped around a pulley that is shaped like a disk of mass m=3,1 kg, radius r=3 m and moment of inertia I=2mr2​. The cord's free end is connected to a block of mass M=10 kg. The block starts from rest and then slides down an incline that makes an angle θ=30∘ with the horizontal. The acceleration of the block is 2 m/s2. The force of kinetic friction between block and incline is f. Take g=9.81 m/s2,sin30∘=0.5. A) Calculate the torque acting on the pulley in Nm.
B) Calculate the tension on the cord in Newtons.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fcord-wrapped-around-pulley-shaped-like-disk-mass-m-3-1-mathrm-~kg-radius-r-3-mathrm-~m-mom-q107103344
1. Iki blok eylemsizlik momenti I ve yarıçapı 0.25 m olan bir makara üzerinden geçen kütlesi ihmal edilen bir ipin ucuna bağlıdır. Sürtünmesiz sistem gösterilen yönde 2 m/s2 lik ivme ile hareket etigine göre ipteki gerilme kuvvetlerini ve makaranın eylemsizlik momentini bulunuz? (Sin37=0.6),http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F1-iki-blok-eylemsizlik-momenti-ve-yar-ap-025-mathrm-~m-olan-bir-makara-zerinden-ge-en-k-tl-q107103441
"Example 12.9. Compton scattering. A photon of energy E0​ ""bounces"" off an electron, initially at rest. Find the energy E of the outgoing photon, as a function of the scattering angle θ (see Fig. 12.28). FIGURE 12.28",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fexample-129-compton-scattering-photon-energy-e-0-bounces-electron-initially-rest-find-ener-q107102653
"The following figure shows a conducting loop consisting of a half-circle of radius r=0.20 m and three straight sections. The half circle lies in a uniform magnetic field B that is directed out of the page; the field in given by B=4.0t2+2.0t+ 3 , with B in teslas and t in seconds. An ideal battery with emf Ebat ​=2.0 V is connected to the loop. The resistance of the loop is 2.0Ω. (a) What are magnitude and direction of the emf induced around the loop by field at t=10sec. (b) What is the current in the loop at t=10sec. Fig. 30-6 A battery is connected to a conducting loop that includes a half-circle of radius r lying in a uniform magnetic field. The field is directed out of the page; its magnitude is changing.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ffollowing-figure-shows-conducting-loop-consisting-half-circle-radius-020-three-straight-se-q107103551
"The following figure shows a conducting loop consisting of a half-circle of radius r=0.20 m and three straight sections. The half circle lies in a uniform magnetic field B that is directed out of the page; the field in given by B=4.0t2+2.0t+ 3 , with B in teslas and t in seconds. An ideal battery with emf Ebat ​=2.0 V is connected to the loop. The resistance of the loop is 2.0Ω. (a) What are magnitude and direction of the emf induced around the loop by field at t=10sec. (b) What is the current in the loop at t=10sec. Fig. 30-6 A battery is connected to a conducting loop that includes a half-circle of radius r lying in a uniform magnetic field. The field is directed out of the page; its magnitude is changing.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Ffollowing-figure-shows-conducting-loop-consisting-half-circle-radius-020-three-straight-se-q107103533
"A regular plank 8 m long and 200 N in weight is attached to the wall by means of a pivot which it can easily rotate and lie horizontally.  The other end of the plank is connected to the wall by a cable making an angle of 53° to the horizontal.  If a 600 N man stands on the plank 2 m from the wall, find the tensile force in the cable in Newtons(N)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fregular-plank-8-m-long-200-n-weight-attached-wall-means-pivot-easily-rotate-lie-horizontal-q107103599
"a) Compare and contrast waves of audible sound (frequency =300 Hz ) and waves from an ultrasonic probe (frequency =3MHz ). (AC 1.3) b) Explain the propagation and properties of P waves (longitudinal) and S waves (transverse) from an earthquake. (AC 1.1) c) A wave has a frequency of 5.45×1014 Hz. Calculate the wavelength and suggest the most likely colour of this light. (AC 1.3. 3.2) d) Explain why an ambulance siren appears to sound at a higher pitch when it approaches compared to when it is moving away. (AC 1.3) e) Waves can exhibit particle like properties and particles can exhibit wave like properties. What is this phenomenon called and give a brief statement of evidence for each case. (AC 3.2) f) A photon has an energy level of 4.3×10−19 J. Show using a suitable equation why this cannot be a photon of monochromatic red light. (AC 3.1,3.2 )",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fcompare-contrast-waves-audible-sound-frequency-300-mathrm-~hz-waves-ultrasonic-probe-frequ-q107103602
"Assuming GaAs at 300 K, answer the following question. You may assume: NC​=4.21×1017 cm−3NV​=9.52×1018 cm−3ni​=2×106 cm−3EG​=1.422eV​ How much is the electron concentration n, if the Firme level is 0.48ev above the Valance Band? Your answer should be in cm−3. your Answer should be written similar to (1.75e23)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-gaas-300-mathrm-~k-answer-following-question-may-assume-begin-array-l-n-c-421-tim-q107103872
"Q2) A 5microfarad parallel plate capacitor with 3 mm thickness, dielectric constant εr​=4, and 1.5 A displacement current. Calculate (Spoints) a) The polarization P in the dielectric b) The charge stored in the capacitor",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fq2-5-mathrm-microfarad-parallel-plate-capacitor-3-mathrm-~mm-thickness-dielectric-constant-q107103647
"Assuming GaAs at 351 K, answer the following question. You may assume: NC​=4.21×1017 cm−3NV​=9.52×1018 cm−3ni​=2×106 cm−3EG​=1.422eVkB​=8.62×10−5​ How far above (or below) the middle of the gap is the intrinsic Fermi level? Your answer should be in eV, round the answer to two decimal.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-gaas-351-mathrm-~k-answer-following-question-may-assume-begin-array-l-n-c-421-tim-q107103876
6. Ali is flying a Boeing 737 and want to reach Kuching International Airport 2450 km due south in 3.0 hours. A wind is blowing from the west at 150.0 km/h. Determine the speed should Ali choose to reach destination in time? (CO2) (3 Marks),http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F6-ali-flying-boeing-737-want-reach-kuching-international-airport-2450-mathrm-~km-due-south-q107103349
"2. 질량 500 kg 인 자동차가 30 m/s 의 속력으로 곡률 반지름 100 m, 수평과의 경사각 π/6 (30∘) 인 곡선 도로를 미끄러짐 없이 주행하고 있다. 자동차 바퀴와 도로면 사이 정지 마찰 계수는 0.5 이다. 도로면이 자동차 바퀴에 작용하는 마찰력 크기로 가장 가까운 것은? (단, 지구 중력 가속도 크기는 9.80 m/s2 이다) (Hint: 도로면이 자동차 타이어에 작용하는 정지 마살력은 도로의 경사면을 따라 아래 방향으로 작용한다) 1. 1400 N 2. 2000 N 3. 3000 N 4. 4000 N 5. 0 N",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F2-500-mathrm-~kg-30-mathrm-~m-mathrm-s-100-mathrm-~m-pi-6-left-30-circ-right--05--980-math-q107103281
"Assuming GaAs at 300 K, answer the following question. You may assume: NC​=4.21×1017 cm−3NV​=9.52×1018 cm−3ni​=2×106 cm−3EG​=1.422eV​ How much is the holes concentration p, if the Firme level is 0.28 ev above the Valance Band? Your answer should be in cm−3.your Answer should be written similar to (1.70e23)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-gaas-300-mathrm-~k-answer-following-question-may-assume-begin-array-l-n-c-421-tim-q107103873
"4. An ice box contains 0.5 kg of ice at 0∘C. The outside air temperature is 20∘C. The latent heat of fusion of ice is 334 kJ/kg. The walls of the box comprise two layers of 1 mm thick aluminium with a thermal conductivity of 237 W/mK, separated by a 3 mm vacuum layer with a thermal conductivity of 1 mW/mK. The box has dimensions 30×50×50 cm. a) How long will it take the ice to melt? b) If the vacuum seal breaches and the conductivity rises to 25 mW/mK, how long will it take?",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F4-ice-box-contains-05-mathrm-~kg-ice-0-circ-mathrm-c--outside-air-temperature-20-circ-math-q107103907
"Assuming Si at 300 K, with answer the following question. You may also assume: NC​=3.23×1019 cm−3NV​=1.83×1019 cm−3ni​=1×1010 cm−3EG​=1.125eV​ silicon is doped with phosphorus at ND​=3.9∗1016 cm 3and with boron at NA​=1.9∗1016 cm. Where is the Fermi level located with respect to the conduction band, EF-EC in eV? round your answer two decimal of place.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-mathrm-si-300-mathrm-~k-answer-following-question-may-also-assume-begin-array-l-n-q107103886
"Assuming GaAs at 300 K, with ND​=496788635775.86 cm−3, answer the following question. You may assume: NC​=4.21×1017 cm−3NV​=9.52×1018 cm−3ni​=2×106 cm−3EG​=1.422eV​ Where is the Fermi level located with respect to the intrinsic level EF​−Ei​. in eV ? round the answer two decimal places.",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fassuming-gaas-300-mathrm-~k-mathrm-n-mathrm-d-49678863577586-mathrm-~cm-3-answer-following-q107103881
A rock has been thrown straight down with 12 m/s. What its velocity when it is 4.0 m below? −15 m/s 15 m/s −8.1 m/s 8.1 m/s,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Frock-thrown-straight-12-mathrm-~m-mathrm-s--velocity-40-mathrm-~m-15-mathrm-~m-mathrm-s-15-q107104031
"A sample of a monatomic ideal gas containing 6.00×1023 atoms in a volume of 8.00×10−3 m3 is initially in thermal equilibrium with its surroundings at 300 K. The gas is made to expand until the final volume is 6.40×10−2 m3, and the final temperature is 50 K. What is the change in entropy of the gas? (10\%)",http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fsample-monatomic-ideal-gas-containing-600-times-10-23-atoms-volume-800-times-10-3-mathrm-~-q107104044
identifying where gravity and friction play a part and identifying which of Newton’s laws is seen in action. A ball thrown vertically into the air,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fidentifying-gravity-friction-play-part-identifying-newton-s-laws-seen-action-ball-thrown-v-q107103688
,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2Fial-rina-new-bohder-blese-thaderd-q107103917
1. How does a zener diode act when it is connected in the forward-bias manner? 2. How does a zener diode operate when it is connected as a voltage regulator? 3. How does a zener diode operate when it is connected as a protection device? 4. Explain the difference between a zener diode and a p−n junction diode.,http://api.scraperapi.com/?api_key=848b01434fc3b4899dc4ca9628acbb85&url=https%3A%2F%2Fwww.chegg.com%2Fhomework-help%2Fquestions-and-answers%2F1-zener-diode-act-connected-forward-bias-manner-2-zener-diode-operate-connected-voltage-re-q107104148
